OGLE-BLG-ECL-000192  BLG525.19.40580   18:15:48.43 -29:49:58.1   C  19.228 20.133 0.21703284 0.522 0.429 5000.13034
OGLE-BLG-ECL-000193  BLG525.27.7062    18:15:49.98 -29:28:38.9  NC  19.500 21.563 0.20795705 0.501 0.410 5000.01281
OGLE-BLG-ECL-000194  BLG546.19.53368   18:16:03.96 -32:10:46.6  NC  18.374 20.664 0.12402716 0.176 0.114 5000.05242
OGLE-BLG-ECL-000195  BLG524.26.57129   18:16:16.40 -28:10:36.0  NC  18.562 18.640 0.06580196 0.260 0.053 5000.03986
OGLE-BLG-ECL-000196  BLG523.09.20352   18:16:19.76 -27:31:24.9  NC  16.908 19.432 0.14597873 0.119 0.104 5000.06835
OGLE-BLG-ECL-000197  BLG546.27.2193    18:16:28.22 -31:56:11.3  NC  18.434 19.723 0.21428498 0.363 0.228 5000.06800
OGLE-BLG-ECL-000198  BLG526.18.52574   18:16:32.56 -30:57:56.8  NC  16.778 18.659 0.18166013 0.300 0.232 5000.06857
OGLE-BLG-ECL-000199  BLG526.18.36118   18:16:43.73 -30:53:11.7   C  18.737 20.643 0.21020855 0.438 0.438 5000.10034
OGLE-BLG-ECL-000200  BLG531.07.81251   18:17:33.96 -28:20:24.5   C  19.404 20.416 0.21748309 0.495 0.495 5000.09528
OGLE-BLG-ECL-000201  BLG657.24.3809    18:17:50.77 -30:26:31.3  NC  18.632 19.292 0.12374415 0.660 0.100 5000.08426
OGLE-BLG-ECL-000202  BLG532.31.120836  18:17:56.68 -28:39:02.9  NC  19.191 19.323 0.09916540 4.749 0.153 5000.00910
OGLE-BLG-ECL-000203  BLG532.29.82225   18:19:17.41 -28:50:08.2   C  18.372 19.796 0.21497115 0.457 0.418 5000.20264
OGLE-BLG-ECL-000204  BLG532.29.22520   18:19:38.27 -28:49:10.3   C  19.229 20.269 0.20688008 0.630 0.507 5000.01984
OGLE-BLG-ECL-000205  BLG531.11.119111  18:20:03.18 -28:08:24.9  NC  17.033 19.429 0.20587799 0.185 0.140 5000.04443
OGLE-BLG-ECL-000206  BLG528.19.4801    18:20:38.40 -24:14:30.6  NC  18.323 19.337 0.16132883 1.842 0.186 5000.06475
OGLE-BLG-ECL-000207  BLG528.10.34644   18:20:48.29 -24:27:07.0  NC  17.654 17.965 0.08843965 0.637 0.079 5000.02687
OGLE-BLG-ECL-000208  BLG529.01.138945  18:21:04.42 -25:51:54.0  NC  18.529 20.945 0.15751950 0.190 0.187 5000.01927
OGLE-BLG-ECL-000209  BLG657.26.32587   18:22:16.17 -29:56:39.7  CV  18.607 19.211 0.19779702 1.175 0.146 5000.07061
OGLE-BLG-ECL-000210  BLG248.4.52835    18:24:48.35 -26:18:38.6   C  16.719 17.864 0.21082858 0.141 0.141 5000.04467
OGLE-BLG-ECL-000211  BLG566.31.29046   18:33:43.47 -23:11:14.5   C  19.011 20.780 0.21224287 0.600 0.567 5000.19163
OGLE-BLG-ECL-000212  BLG566.27.21763   18:36:22.73 -23:15:45.0  NC  19.071 19.477 0.06258789 0.493 0.084 5000.02245
OGLE-BLG-ECL-000213  BLG705.20.18870   18:42:35.10 -30:10:00.6  NC  16.899 18.061 0.20444125 0.174 0.151 5000.00973
OGLE-BLG-ECL-000214  BLG706.04.19617   18:47:04.18 -30:14:16.6  NC  18.701 20.284 0.21730897 0.345 0.278 5000.13440
OGLE-BLG-ECL-000215  BLG706.28.1266    18:47:45.32 -29:30:18.0   C  18.025 19.671 0.19232240 0.500 0.474 5000.16816
OGLE-BLG-ECL-000216  BLG708.18.1030    18:54:54.33 -30:19:31.9  NC  16.592 19.345 0.17738814 0.106 0.080 5000.04954
OGLE-BLG-ECL-000217  BLG708.26.1127    18:54:54.56 -30:04:37.2  NC  17.644 19.796 0.16719755 0.170 0.170 5000.10118
OGLE-BLG-ECL-000218  BLG709.13.13707   18:57:13.08 -29:51:16.4   C  17.259 18.742 0.21177139 0.716 0.689 5000.19052
OGLE-BLG-ECL-000219  BLG709.22.2372    18:57:27.98 -29:42:54.0   C  18.280 19.763 0.20848528 0.454 0.414 5000.14060
OGLE-BLG-ECL-000220  BLG709.10.1080    18:59:43.47 -30:03:19.1  NC  18.132 21.031 0.17638058 0.385 0.323 5000.13901
OGLE-BLG-ECL-000221  BLG710.27.12945   19:00:01.17 -30:33:20.5   C  18.582 20.032 0.21808064 0.647 0.591 5000.12507
OGLE-BLG-ECL-000222  BLG710.09.1277    19:00:43.67 -31:21:55.0   C  18.188 19.761 0.20522817 0.796 0.712 5000.08073
OGLE-BLG-ECL-000223  BLG711.32.8468    19:01:57.07 -29:57:02.0  NC  17.779 19.919 0.20664131 0.173 0.137 5000.15596
OGLE-BLG-ECL-000224  BLG711.23.328     19:02:28.33 -30:25:02.6   C  16.526 17.939 0.21872921 0.230 0.222 5000.00785
OGLE-BLG-ECL-000225  BLG711.30.2594    19:03:16.90 -30:05:13.6   C  18.924 20.150 0.20803092 0.526 0.460 5000.12141
OGLE-BLG-ELL-000001  BLG613.29.79990   17:29:51.16 -28:47:29.7 ELL  18.307 21.052 0.18273845 0.298 0.170 5000.00955
OGLE-BLG-ELL-000002  BLG604.13.90258   17:44:47.01 -35:30:58.5 ELL  16.728 18.801 0.21105227 0.183 0.131 5000.03839
OGLE-BLG-ELL-000003  BLG660.10.105933  17:47:09.02 -33:06:02.0 ELL  16.356 18.679 0.20634078 0.080 0.079 5000.04921
OGLE-BLG-ELL-000004  BLG604.26.56459   17:47:58.73 -34:49:36.1 ELL  18.299 20.201 0.20475806 0.211 0.204 5000.02952
OGLE-BLG-ELL-000005  BLG603.17.78270   17:48:42.49 -34:08:16.1 ELL  17.851 19.636 0.08533801 0.150 0.146 5000.01382
OGLE-BLG-ELL-000006  BLG534.30.64749   17:51:11.49 -30:30:21.4 ELL  18.909    -   0.21701614 0.234 0.145 5000.07023
OGLE-BLG-ELL-000007  BLG639.12.16831   17:51:11.89 -24:12:06.8 ELL  14.695 16.537 0.21147409 0.124 0.098 5000.11593
OGLE-BLG-ELL-000008  BLG500.29.71875   17:51:56.69 -28:10:18.5 ELL  18.945 21.225 0.21305777 0.234 0.186 5000.07371
OGLE-BLG-ELL-000009  BLG533.29.11017   17:52:00.72 -26:50:30.8 ELL  16.938    -   0.21291839 0.166 0.097 5000.07469
OGLE-BLG-ELL-000010  BLG500.20.130399  17:52:30.00 -28:34:54.2 ELL  18.092 20.701 0.21699955 0.250 0.156 5000.21195
OGLE-BLG-ELL-000011  BLG535.09.76054   17:53:54.54 -32:34:47.3 ELL  16.864 19.409 0.20690688 0.189 0.139 5000.16569
OGLE-BLG-ELL-000012  BLG507.31.32430   17:56:19.51 -31:07:12.8 ELL  18.423 20.781 0.19913830 0.247 0.154 5000.01747
OGLE-BLG-ELL-000013  BLG504.18.140260  17:59:39.33 -27:47:23.2 ELL  18.477 20.627 0.20544168 0.167 0.110 5000.17616
OGLE-BLG-ELL-000014  BLG516.14.23133   18:02:04.23 -33:37:53.1 ELL  17.786 19.193 0.19824178 0.233 0.152 5000.11035
OGLE-BLG-ELL-000015  BLG518.30.115091  18:07:29.06 -26:18:21.9 ELL  17.754 19.990 0.21996525 0.236 0.144 5000.02222
OGLE-BLG-ELL-000016  BLG521.31.32700   18:07:37.93 -29:53:28.4 ELL  17.291 19.542 0.15532436 0.174 0.131 5000.12498
OGLE-BLG-ELL-000017  BLG597.19.41313   18:10:39.75 -34:07:52.7 ELL  15.292 17.150 0.21980047 0.206 0.202 5000.15485
